學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,2,1,1,2,2,-,3,1,-,1,1,2,6,2,-,-,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,8,6,4,5,5,4,8,9,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,1,-,2,-,1,2,-,1,1,-,-,1,1,2,-,-,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,3,10,1,6,2,6,5,6,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,5,-,3,1,4,1,2,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,1,-,-,1,1,2,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,25,55,28,57,24,57,18,51,-,-,-,-,-,-,13,18,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,2,13,2,10,3,9,3,16,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,4,44,5,48,4,41,4,43,-,-,-,-,-,-,2,21,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,1,2,2,2,3,-,-,2,-,3,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,6,6,4,8,4,8,1,10,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,-,2,1,3,4,-,1,2,1,4,2,1,3,3,-,-,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,4,11,4,13,-,10,4,13,-,3,3,3,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,D 博士,3,1,2,4,6,4,8,3,3,5,6,4,5,6,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,4,13,6,9,3,13,9,21,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,B 學士,8,43,11,40,8,35,12,32,-,-,-,-,-,-,2,13,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,M 碩士,2,5,2,12,6,14,3,13,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,B 學士,-,-,9,33,6,35,14,34,-,-,-,-,-,-,3,7,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,-,7,1,2,1,3,3,8,-,-,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,N 職,M 碩士,-,-,2,12,2,17,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,1,4,-,1,-,1,3,-,-,1,1,1,2,1,-,-,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,5,9,9,9,1,3,5,5,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,D 博士,4,1,3,1,2,2,4,-,-,1,1,1,-,1,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,9,13,11,16,1,1,2,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,B 學士,45,54,52,64,49,68,48,63,-,-,-,-,-,-,7,10,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,15,25,4,15,4,14,4,19,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,9,31,7,36,12,31,11,34,-,-,-,-,-,-,2,4,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,3,30,1,22,1,19,3,7,1,7,3,5,-,11,-,-,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,-,-,1,1,1,2,2,1,1,-,-,-,1,4,-,-,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,11,13,17,7,9,7,5,7,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,6,12,2,12,8,8,2,6,2,2,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,1,4,4,6,5,6,1,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,13,17,6,10,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,8,8,12,13,3,4,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,18,31,27,28,20,37,20,33,-,-,-,-,-,-,8,3,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,58,24,38,21,2,2,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,20,15,10,13,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,7,12,8,8,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,4,2,2,4,4,3,3,3,3,1,1,2,1,2,-,-,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,16,15,12,17,1,3,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,9,2,12,2,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理碩士在職專班,N 職,M 碩士,24,16,28,13,-,1,-,-,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,4,-,3,2,1,1,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,9,11,10,10,4,10,1,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,17,22,29,25,20,38,21,32,-,-,-,-,-,-,2,1,18 新竹市,1 一般
0002,國立清華大學,04211B01,學士後法律學士學位學程,D 日,X 4+X,21,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,3,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,13,14,15,15,14,12,12,13,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,M 碩士,1,-,8,3,5,2,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,B 學士,-,1,26,16,17,23,25,22,-,-,-,-,-,-,5,2,18 新竹市,1 一般
0002,國立清華大學,05121025,生命科學系,D 日,B 學士,28,17,24,19,27,25,22,23,-,-,-,-,-,-,5,3,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,5,3,4,3,6,2,6,1,5,3,6,1,6,1,-,-,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,13,13,12,15,5,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,4,-,2,1,2,3,2,1,2,2,2,1,6,1,-,-,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,10,10,7,9,2,1,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,3,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,2,2,2,4,6,8,5,2,4,3,3,6,10,7,-,-,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,18,8,12,9,3,2,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05124072,分子醫學研究所,D 日,D 博士,2,4,3,2,1,-,1,4,1,-,3,2,2,10,-,-,18 新竹市,1 一般
0002,國立清華大學,05124072,分子醫學研究所,D 日,M 碩士,9,10,7,6,2,4,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05199032,生命科學院學士班,D 日,B 學士,15,14,15,12,14,10,11,14,-,-,-,-,-,-,3,1,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,5,6,8,3,3,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,4,6,3,8,4,4,3,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,16,22,23,23,20,29,19,29,-,-,-,-,-,-,4,2,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,2,7,-,-,3,9,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,D 博士,10,5,22,4,21,3,18,8,14,3,15,3,13,3,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,M 碩士,59,26,55,26,8,3,-,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,B 學士,40,23,41,25,43,20,51,25,-,-,-,-,-,-,9,1,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,D 博士,12,4,13,2,4,-,7,-,9,-,5,-,5,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,M 碩士,60,11,48,4,19,1,3,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,B 學士,54,15,57,13,48,10,64,9,-,-,-,-,-,-,15,5,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,D 博士,2,1,2,-,1,-,-,2,3,1,1,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,5,2,-,1,2,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,-,-,1,-,-,-,2,-,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,5,1,2,3,4,-,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,25,3,16,6,17,2,16,4,-,-,-,-,-,-,6,3,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,D 博士,5,-,2,-,1,-,2,-,3,-,3,1,5,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,M 碩士,22,4,21,3,9,-,8,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,B 學士,55,15,54,11,52,12,37,6,-,-,-,-,-,-,19,4,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,M 碩士,1,-,9,2,2,-,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,B 學士,1,-,29,9,28,12,25,12,-,-,-,-,-,-,9,-,18 新竹市,1 一般
0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,1,1,1,1,-,-,-,-,1,-,3,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,20,3,19,8,2,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,7,3,9,2,5,-,5,-,11,-,9,1,20,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,M 碩士,118,38,117,31,28,9,7,4,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,B 學士,100,31,98,34,114,36,117,21,-,-,-,-,-,-,24,4,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,D 博士,5,1,-,2,1,-,1,-,-,-,4,1,2,1,-,-,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,M 碩士,28,14,26,18,10,5,7,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,4,-,2,-,2,-,3,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,D 博士,14,1,13,7,22,3,19,8,5,1,4,1,5,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,M 碩士,56,20,52,16,3,6,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,B 學士,36,16,45,15,46,12,41,19,-,-,-,-,-,-,3,1,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,D 博士,22,3,30,5,17,4,26,3,8,-,11,3,16,5,-,-,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,M 碩士,97,25,72,28,21,9,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,B 學士,62,26,61,40,64,33,73,30,-,-,-,-,-,-,14,4,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,D 博士,2,1,5,-,3,-,3,2,3,1,2,1,6,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,M 碩士,19,5,15,2,4,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07132066,工程與系統科學系,D 日,D 博士,8,3,13,7,16,3,9,1,16,3,6,1,10,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07132066,工程與系統科學系,D 日,M 碩士,63,17,69,7,10,4,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07132066,工程與系統科學系,D 日,B 學士,80,21,74,29,74,20,74,14,-,-,-,-,-,-,16,2,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,D 博士,17,2,14,2,11,-,10,-,6,1,6,-,9,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,M 碩士,109,23,108,22,67,10,22,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,B 學士,85,17,91,19,91,13,90,16,-,-,-,-,-,-,15,3,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,D 博士,10,1,8,1,11,1,5,-,4,-,1,1,7,1,-,-,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,M 碩士,64,9,65,12,30,8,4,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,D 博士,5,-,5,-,1,-,5,-,7,-,2,-,3,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,M 碩士,37,11,37,4,19,4,6,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,D 博士,5,2,3,1,2,-,2,-,-,-,1,-,3,1,-,-,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,M 碩士,39,10,44,6,29,6,4,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07141055,電機資訊學院學士班,D 日,B 學士,22,2,23,7,26,9,17,4,-,-,-,-,-,-,4,-,18 新竹市,1 一般
0002,國立清華大學,07141C01,積體電路設計與製程開發產業碩士專班,D 日,M 碩士,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,D 博士,20,-,12,1,13,1,12,2,8,1,9,2,8,2,-,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,M 碩士,95,28,108,13,26,3,6,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07151056,動力機械工程學系,D 日,B 學士,81,23,102,16,92,23,90,14,-,-,-,-,-,-,15,1,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,D 博士,5,5,5,-,4,3,3,2,3,2,8,-,9,1,-,-,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,M 碩士,57,32,51,40,6,2,3,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,D 日,B 學士,37,31,43,21,29,37,45,19,-,-,-,-,-,-,9,2,18 新竹市,1 一般
0002,國立清華大學,07191061,工業工程與工程管理學系,N 職,M 碩士,30,13,23,12,16,2,7,1,8,4,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,D 博士,5,2,5,3,4,2,6,2,7,1,1,1,12,3,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,M 碩士,24,27,24,12,12,13,3,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07193063,生醫工程與環境科學系,D 日,B 學士,25,22,23,21,26,22,24,18,-,-,-,-,-,-,8,-,18 新竹市,1 一般
0002,國立清華大學,07193065,生物醫學工程研究所,D 日,M 碩士,6,7,9,5,-,-,1,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07194059,奈米工程與微系統研究所,D 日,D 博士,5,3,6,3,6,3,5,2,4,-,2,1,5,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07194059,奈米工程與微系統研究所,D 日,M 碩士,13,10,19,7,6,-,2,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07194069,原子科學院學士班,D 日,B 學士,11,8,13,5,14,7,10,5,-,-,-,-,-,-,3,1,18 新竹市,1 一般
0002,國立清華大學,07199070,全球營運管理碩士雙聯學位學程,D 日,M 碩士,3,2,3,2,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,07199071,工學院學士班,D 日,B 學士,17,13,25,8,26,8,14,10,-,-,-,-,-,-,4,2,18 新竹市,1 一般
0002,國立清華大學,09121073,醫學科學系,D 日,B 學士,8,10,12,10,9,10,9,12,-,-,-,-,-,-,3,1,18 新竹市,1 一般
0002,國立清華大學,99999074,跨院國際博士班學位學程,D 日,D 博士,14,5,4,3,4,1,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,99999074,跨院國際碩士學位學程,D 日,M 碩士,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,99999075,清華學院學士班,D 日,B 學士,43,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0003,國立臺灣大學,01131001,華語教學碩士學位學程,D 日,M 碩士,2,12,3,12,2,12,2,12,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02151002,音樂學研究所,D 日,D 博士,-,2,2,2,1,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02151002,音樂學研究所,D 日,M 碩士,4,5,4,5,2,4,2,9,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02152003,戲劇學系,D 日,D 博士,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02152003,戲劇學系,D 日,M 碩士,7,4,-,3,4,8,2,10,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02152003,戲劇學系,D 日,B 學士,17,20,17,23,17,24,20,16,-,-,-,-,-,-,17,18,30 臺北市,1 一般
0003,國立臺灣大學,02191004,藝術史研究所,D 日,D 博士,-,1,-,-,-,1,-,-,-,1,-,-,1,3,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02191004,藝術史研究所,D 日,M 碩士,3,7,-,7,2,8,1,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02221012,歷史學系,D 日,D 博士,3,3,6,3,3,1,6,1,5,3,4,5,3,3,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02221012,歷史學系,D 日,M 碩士,13,8,11,6,14,7,16,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02221012,歷史學系,D 日,B 學士,31,30,32,30,22,31,23,32,-,-,-,-,-,-,14,19,30 臺北市,1 一般
0003,國立臺灣大學,02222013,人類學系,D 日,D 博士,2,1,1,-,1,1,4,1,-,-,1,1,-,1,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02222013,人類學系,D 日,M 碩士,6,4,6,4,1,8,4,9,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02222013,人類學系,D 日,B 學士,16,31,14,21,12,18,12,18,-,-,-,-,-,-,5,11,30 臺北市,1 一般
0003,國立臺灣大學,02231014,哲學系,D 日,D 博士,4,1,2,2,4,1,1,1,2,-,4,1,5,4,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02231014,哲學系,D 日,M 碩士,8,4,8,6,8,2,4,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02231014,哲學系,D 日,B 學士,27,18,24,18,15,20,25,18,-,-,-,-,-,-,13,8,30 臺北市,1 一般
0003,國立臺灣大學,02311007,外國語文學系,D 日,D 博士,2,-,-,3,-,1,2,-,1,2,-,-,-,2,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02311007,外國語文學系,D 日,M 碩士,3,14,4,13,10,6,1,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02311007,外國語文學系,D 日,B 學士,31,89,26,97,31,97,25,94,-,-,-,-,-,-,15,39,30 臺北市,1 一般
0003,國立臺灣大學,02311009,日本語文學系,D 日,M 碩士,5,6,4,6,3,10,1,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02311009,日本語文學系,D 日,B 學士,11,45,10,46,15,39,12,52,-,-,-,-,-,-,10,26,30 臺北市,1 一般
0003,國立臺灣大學,02312010,翻譯碩士學位學程,D 日,M 碩士,7,7,5,6,1,11,5,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02321005,臺灣文學研究所,D 日,D 博士,2,4,1,1,4,1,2,-,1,1,1,1,-,1,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02321005,臺灣文學研究所,D 日,M 碩士,3,6,4,5,6,5,2,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02322006,中國文學系,D 日,D 博士,3,1,3,2,7,5,7,1,7,2,2,2,4,6,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02322006,中國文學系,D 日,M 碩士,10,8,4,14,6,17,4,20,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0003,國立臺灣大學,02322006,中國文學系,D 日,B 學士,24,40,13,47,11,47,16,43,-,-,-,-,-,-,11,16,30 臺北市,1 一般
0003,國立臺灣大學,02322006,中國文學系國際學生學士班,D 日,B 學士,11,12,5,9,2,7,5,14,-,-,-,-,-,-,-,3,30 臺北市,1 一般
0003,國立臺灣大學,02399011,語言學研究所,D 日,D 博士,2,1,3,2,2,-,-,-,-,1,-,1,2,-,-,-,30 臺北市,1 一般
